employee_id,worker_name,hire_date,effective_date,reason,job_profile_from,job_profile_to,job_level_from,job_level_to,base_pay_from,base_pay_to,department_from,department_to,grade_from,grade_to,is_manager_from,is_manager_to,gender,minority_status,age,days_in_job_before_change,days_in_position_before_change,active,diverse
E00372,Elliot Miller,03/11/2019,05/17/2020,Demotion > New Job > Lower Level,Senior Manager,VP,Professional,Entry,125634.08,122765.9,Product,Product,14,13,0,0,Female,Non-Minority,52,934,321,Yes,Non-Minority
E00288,Jamie Miller,11/16/2013,07/20/2015,Promotion > New Job > Higher Level,Analyst I,Administrator,Manager,Senior Manager,95674.07,102496.89,Finance,Finance,11,12,1,1,Male,Minority,25,1717,662,Yes,Minority
E00288,Jamie Miller,11/16/2013,03/06/2016,Promotion > New Job > Higher Level,Administrator,Associate,Senior Manager,Director,102496.89,115668.1,Finance,Finance,12,13,1,1,Male,Minority,25,1147,1381,No,Minority
E00288,Jamie Miller,11/16/2013,04/24/2015,Lateral Move > New Job > Same Level,Associate,Director,Director,Director,115668.1,118893.53,Finance,Finance,13,13,1,1,Male,Minority,25,819,1345,No,Minority
E00288,Jamie Miller,11/16/2013,03/04/2015,Promotion > New Job > Higher Level,Director,Senior Manager,Director,VP,118893.53,134380.01,Finance,Product,13,15,1,1,Male,Minority,25,1140,1265,Yes,Minority
E00288,Jamie Miller,11/16/2013,12/27/2018,Promotion > New Job > Higher Level,Senior Manager,Coordinator,VP,VP,134380.01,149585.43,Product,Product,15,17,1,1,Male,Minority,25,783,682,Yes,Minority
E00100,Blake Walker,12/05/2016,12/23/2017,Promotion > New Job > Higher Level,Senior Analyst,Analyst I,Entry,Professional,113472.83,131520.2,Communications,Communications,12,14,0,0,Male,Minority,27,1468,1059,Yes,Minority
E00100,Blake Walker,12/05/2016,07/20/2019,Promotion > New Job > Higher Level,Analyst I,Senior Associate,Professional,Senior Professional,131520.2,149397.61,Communications,Communications,14,15,0,0,Male,Minority,27,1690,1368,Yes,Minority
E00256,Parker Scott,07/21/2010,12/14/2011,Promotion > New Job > Higher Level,Analyst II,Administrator,Senior Professional,Manager,72153.5,76654.18,Product,Product,6,8,0,1,Female,Non-Minority,29,1785,659,Yes,Non-Minority
E00032,Skyler Clark,09/22/2014,11/28/2015,Lateral Move > New Job > Same Level,Administrator,Analyst I,Senior Professional,Senior Professional,114228.09,116867.43,Supply Chain,Engineering,10,10,0,0,Female,Non-Minority,38,1698,318,Yes,Non-Minority
E00032,Skyler Clark,09/22/2014,06/01/2017,Lateral Move > New Job > Same Level,Analyst I,Senior Analyst,Senior Professional,Senior Professional,116867.43,115958.55,Engineering,Engineering,10,10,0,0,Female,Non-Minority,38,1529,1004,Yes,Non-Minority
E00032,Skyler Clark,09/22/2014,10/18/2017,Promotion > New Job > Higher Level,Senior Analyst,Manager,Senior Professional,Manager,115958.55,126300.65,Engineering,Engineering,10,11,0,1,Female,Non-Minority,38,550,1170,No,Non-Minority
E00385,Peyton Harris,07/01/2022,12/23/2023,Promotion > New Job > Higher Level,Director,Administrator,Professional,Senior Professional,65296.19,78035.6,Customer Service,Customer Service,5,6,0,0,Female,Minority,62,495,1105,Yes,Minority
E00379,Charlie Moore,12/06/2012,06/20/2014,Lateral Move > New Job > Same Level,Manager,Senior Director,Manager,Manager,145442.21,144955.9,Product,Product,17,17,1,1,Male,Non-Minority,24,522,521,Yes,Non-Minority
E00379,Charlie Moore,12/06/2012,07/20/2015,Lateral Move > New Job > Same Level,Senior Director,Senior Director,Manager,Manager,144955.9,149508.28,Product,Product,17,17,1,1,Male,Non-Minority,24,721,327,No,Non-Minority
E00379,Charlie Moore,12/06/2012,03/23/2014,Demotion > New Job > Lower Level,Senior Director,Senior Associate,Manager,Senior Professional,149508.28,130339.53,Product,Product,17,16,1,0,Male,Non-Minority,24,1155,1180,Yes,Non-Minority
E00379,Charlie Moore,12/06/2012,03/29/2015,Promotion > New Job > Higher Level,Senior Associate,Senior Associate,Senior Professional,Manager,130339.53,150219.76,Product,Product,16,17,0,1,Male,Non-Minority,24,477,1176,Yes,Non-Minority
E00104,Drew Scott,05/02/2018,05/08/2019,Promotion > New Job > Higher Level,Director,Senior Director,Director,VP,105432.59,125368.14,Product,Product,10,12,1,1,Female,Non-Minority,36,826,1175,Yes,Non-Minority
E00104,Drew Scott,05/02/2018,03/31/2021,Promotion > New Job > Higher Level,Senior Director,Specialist,VP,VP,125368.14,133467.5,Product,Product,12,13,1,1,Female,Non-Minority,36,1064,1340,Yes,Non-Minority
E00104,Drew Scott,05/02/2018,11/10/2020,Promotion > New Job > Higher Level,Specialist,Senior Associate,VP,VP,133467.5,145552.84,Product,Product,13,15,1,1,Female,Non-Minority,36,1520,1286,No,Non-Minority
E00104,Drew Scott,05/02/2018,07/11/2021,Lateral Move > New Job > Same Level,Senior Associate,Associate,VP,VP,145552.84,147339.88,Product,Product,15,15,1,1,Female,Non-Minority,36,1683,1466,Yes,Non-Minority
E00207,Elliot White,05/13/2023,08/19/2024,Promotion > New Job > Higher Level,Analyst II,Specialist,Entry,Professional,99237.11,114287.18,Customer Service,Customer Service,10,12,0,0,Female,Non-Minority,25,1301,111,Yes,Non-Minority
E00263,Morgan Garcia,01/09/2017,02/12/2018,Lateral Move > New Job > Same Level,Specialist,Senior Director,Senior Professional,Senior Professional,77293.34,75812.19,Human Resources,Human Resources,8,8,0,0,Male,Minority,31,1093,809,Yes,Minority
E00101,Rowan Lee,07/03/2014,11/25/2015,Lateral Move > New Job > Same Level,Consultant,Analyst II,Senior Professional,Senior Professional,136076.51,135754.38,Marketing,IT,13,13,0,0,Female,Non-Minority,39,296,1306,Yes,Non-Minority
E00101,Rowan Lee,07/03/2014,05/05/2017,Lateral Move > New Job > Same Level,Analyst II,Senior Director,Senior Professional,Senior Professional,135754.38,141534.49,IT,IT,13,13,0,0,Female,Non-Minority,39,429,335,Yes,Non-Minority
E00033,Jordan Smith,02/21/2011,12/26/2012,Lateral Move > New Job > Same Level,Specialist,Consultant,Senior Professional,Senior Professional,125645.27,124274.92,Human Resources,Human Resources,11,11,0,0,Male,Non-Minority,30,1506,1249,Yes,Non-Minority
E00208,Morgan Lewis,05/12/2013,07/07/2014,Lateral Move > New Job > Same Level,Associate,Senior Director,Senior Professional,Senior Professional,111702.27,114907.65,Risk Management,Product,13,13,0,0,Male,Non-Minority,59,335,1398,Yes,Non-Minority
E00208,Morgan Lewis,05/12/2013,08/19/2015,Lateral Move > New Job > Same Level,Senior Director,VP,Senior Professional,Senior Professional,114907.65,120031.23,Product,Legal,13,13,0,0,Male,Non-Minority,59,1547,752,No,Non-Minority
E00394,Parker Harris,02/27/2020,05/19/2021,Promotion > New Job > Higher Level,VP,Specialist,Entry,Professional,76255.15,83239.6,Communications,Legal,7,8,0,0,Male,Non-Minority,54,303,618,No,Non-Minority
E00394,Parker Harris,02/27/2020,11/24/2021,Promotion > New Job > Higher Level,Specialist,Consultant,Professional,Senior Professional,83239.6,92902.57,Legal,Legal,8,9,0,0,Male,Non-Minority,54,590,1339,Yes,Non-Minority
E00394,Parker Harris,02/27/2020,05/11/2023,Promotion > New Job > Higher Level,Consultant,Coordinator,Senior Professional,Manager,92902.57,106542.76,Legal,Customer Service,9,10,0,1,Male,Non-Minority,54,1063,537,Yes,Non-Minority
E00063,River Lewis,12/11/2011,11/04/2013,Lateral Move > New Job > Same Level,Senior Specialist,Senior Associate,VP,VP,136537.76,134822.5,Sales,Sales,17,17,1,1,Female,Minority,43,391,161,Yes,Minority
E00063,River Lewis,12/11/2011,02/22/2013,Promotion > New Job > Higher Level,Senior Associate,Analyst I,VP,VP,134822.5,153118.14,Sales,Product,17,17,1,1,Female,Minority,43,1199,394,Yes,Minority
E00063,River Lewis,12/11/2011,12/11/2012,Lateral Move > New Job > Same Level,Analyst I,Senior Associate,VP,VP,153118.14,160054.78,Product,Product,17,17,1,1,Female,Minority,43,490,765,No,Minority
E00063,River Lewis,12/11/2011,02/19/2015,Promotion > New Job > Higher Level,Senior Associate,Manager,VP,VP,160054.78,180430.95,Product,Product,17,17,1,1,Female,Minority,43,1159,983,No,Minority
E00063,River Lewis,12/11/2011,03/17/2015,Promotion > New Job > Higher Level,Manager,Administrator,VP,VP,180430.95,204070.89,Product,Supply Chain,17,17,1,1,Female,Minority,43,1777,1077,Yes,Minority
E00012,Hayden Thomas,08/03/2013,05/20/2015,Lateral Move > New Job > Same Level,Director,Specialist,Manager,Manager,153494.77,156176.52,Communications,Communications,16,16,1,1,Female,Minority,51,1576,710,Yes,Minority
E00142,Logan Young,05/14/2017,06/11/2018,Promotion > New Job > Higher Level,VP,Specialist,Entry,Professional,68773.01,75980.65,Risk Management,Risk Management,7,8,0,0,Female,Non-Minority,65,344,1031,Yes,Non-Minority
E00142,Logan Young,05/14/2017,03/06/2019,Lateral Move > New Job > Same Level,Specialist,Senior Specialist,Professional,Professional,75980.65,77906.42,Risk Management,Finance,8,8,0,0,Female,Non-Minority,65,1533,481,No,Non-Minority
E00142,Logan Young,05/14/2017,01/16/2020,Promotion > New Job > Higher Level,Senior Specialist,Specialist,Professional,Senior Professional,77906.42,92277.75,Finance,Finance,8,10,0,0,Female,Non-Minority,65,1176,263,Yes,Non-Minority
E00142,Logan Young,05/14/2017,11/29/2021,Promotion > New Job > Higher Level,Specialist,Analyst I,Senior Professional,Manager,92277.75,107069.75,Finance,Sales,10,12,0,1,Female,Non-Minority,65,1654,1304,Yes,Non-Minority
E00369,Jamie Martin,12/19/2019,08/25/2021,Promotion > New Job > Higher Level,VP,Senior Associate,Senior Professional,Manager,68400.12,72466.43,Legal,Legal,6,8,0,1,Male,Non-Minority,31,1203,1183,Yes,Non-Minority
E00369,Jamie Martin,12/19/2019,03/23/2022,Promotion > New Job > Higher Level,Senior Associate,VP,Manager,Senior Manager,72466.43,76492.4,Legal,Communications,8,9,1,1,Male,Non-Minority,31,267,920,Yes,Non-Minority
E00265,Jordan King,03/13/2014,06/29/2015,Promotion > New Job > Higher Level,Specialist,Senior Manager,Entry,Professional,99260.71,118220.84,Operations,Operations,12,14,0,0,Male,Minority,22,485,1276,Yes,Minority
E00272,Marley Brown,07/25/2016,08/30/2017,Demotion > New Job > Lower Level,Senior Analyst,Analyst I,Entry,Entry,109612.18,93695.84,Risk Management,Research,13,12,0,0,Female,Non-Minority,48,1145,1356,Yes,Non-Minority
E00272,Marley Brown,07/25/2016,09/09/2017,Promotion > New Job > Higher Level,Analyst I,Senior Director,Entry,Professional,93695.84,108236.92,Research,Marketing,12,13,0,0,Female,Non-Minority,48,282,719,Yes,Non-Minority
E00023,Peyton King,08/09/2015,03/29/2017,Promotion > New Job > Higher Level,Administrator,Analyst II,Professional,Senior Professional,77316.02,90869.74,Risk Management,Risk Management,6,7,0,0,Male,Non-Minority,57,413,1108,Yes,Non-Minority
E00050,Charlie Thompson,05/29/2016,04/09/2018,Promotion > New Job > Higher Level,Analyst II,Coordinator,Entry,Professional,106858.04,113212.52,Sales,Operations,9,10,0,0,Male,Non-Minority,30,1691,1479,Yes,Non-Minority
E00050,Charlie Thompson,05/29/2016,07/14/2018,Promotion > New Job > Higher Level,Coordinator,Senior Manager,Professional,Senior Professional,113212.52,120924.6,Operations,Operations,10,12,0,0,Male,Non-Minority,30,461,748,Yes,Non-Minority
E00050,Charlie Thompson,05/29/2016,08/08/2018,Promotion > New Job > Higher Level,Senior Manager,Analyst II,Senior Professional,Manager,120924.6,137728.62,Operations,Operations,12,13,0,1,Male,Non-Minority,30,740,379,No,Non-Minority
E00050,Charlie Thompson,05/29/2016,09/26/2019,Promotion > New Job > Higher Level,Analyst II,Manager,Manager,Senior Manager,137728.62,159000.03,Operations,Operations,13,14,1,1,Male,Non-Minority,30,678,1281,Yes,Non-Minority
E00050,Charlie Thompson,05/29/2016,08/20/2017,Promotion > New Job > Higher Level,Manager,Director,Senior Manager,Director,159000.03,169334.27,Operations,Operations,14,15,1,1,Male,Non-Minority,30,950,413,Yes,Non-Minority
E00041,Drew Lewis,06/03/2014,02/07/2016,Lateral Move > New Job > Same Level,Administrator,VP,Manager,Manager,139900.44,137892.95,Human Resources,Human Resources,15,15,1,1,Male,Minority,29,1514,1305,Yes,Minority
E00472,Kendall Thomas,08/12/2020,03/13/2022,Lateral Move > New Job > Same Level,Senior Manager,Manager,Entry,Entry,76894.62,79089.6,Customer Service,Customer Service,5,5,0,0,Female,Minority,27,1597,349,Yes,Minority
E00472,Kendall Thomas,08/12/2020,03/11/2022,Promotion > New Job > Higher Level,Manager,Senior Specialist,Entry,Professional,79089.6,90634.61,Customer Service,Customer Service,5,6,0,0,Female,Minority,27,669,447,Yes,Minority
E00472,Kendall Thomas,08/12/2020,10/28/2021,Promotion > New Job > Higher Level,Senior Specialist,Analyst II,Professional,Senior Professional,90634.61,104916.79,Customer Service,Customer Service,6,7,0,0,Female,Minority,27,1464,706,Yes,Minority
E00366,Blake Hall,09/23/2019,04/24/2021,Promotion > New Job > Higher Level,Associate,Analyst II,Senior Manager,Director,128968.68,146206.19,Research,Customer Service,12,13,1,1,Male,Minority,32,1447,831,Yes,Minority
E00366,Blake Hall,09/23/2019,03/28/2022,Promotion > New Job > Higher Level,Analyst II,Associate,Director,VP,146206.19,163697.19,Customer Service,Customer Service,13,14,1,1,Male,Minority,32,746,198,No,Minority
E00366,Blake Hall,09/23/2019,10/23/2021,Promotion > New Job > Higher Level,Associate,Consultant,VP,VP,163697.19,191442.55,Customer Service,Customer Service,14,15,1,1,Male,Minority,32,1151,1108,No,Minority
E00221,Avery Rodriguez,05/06/2019,07/25/2020,Promotion > New Job > Higher Level,Associate,Associate,Senior Professional,Manager,133610.43,141373.75,Customer Service,Customer Service,13,14,0,1,Female,Non-Minority,43,1070,604,Yes,Non-Minority
E00221,Avery Rodriguez,05/06/2019,04/12/2021,Promotion > New Job > Higher Level,Associate,Consultant,Manager,Senior Manager,141373.75,149361.03,Customer Service,Customer Service,14,16,1,1,Female,Non-Minority,43,1280,450,No,Non-Minority
E00460,Morgan Anderson,04/26/2020,05/10/2021,Promotion > New Job > Higher Level,Specialist,VP,Professional,Senior Professional,88468.49,99724.83,Finance,Sales,8,10,0,0,Male,Non-Minority,61,1090,1303,Yes,Non-Minority
E00460,Morgan Anderson,04/26/2020,12/10/2022,Promotion > New Job > Higher Level,VP,Consultant,Senior Professional,Manager,99724.83,110979.77,Sales,Sales,10,12,0,1,Male,Non-Minority,61,847,561,Yes,Non-Minority
E00083,Elliot Martinez,02/27/2011,08/11/2012,Promotion > New Job > Higher Level,Manager,Administrator,Senior Professional,Manager,89043.94,94805.94,Sales,Sales,9,10,0,1,Male,Minority,53,589,859,No,Minority
E00365,Marley Johnson,03/16/2023,04/21/2024,Demotion > New Job > Lower Level,Senior Associate,Consultant,Senior Manager,Manager,100868.59,91914.36,Engineering,Engineering,12,11,1,1,Female,Minority,40,1072,386,Yes,Minority
E00365,Marley Johnson,03/16/2023,10/22/2024,Demotion > New Job > Lower Level,Consultant,Senior Specialist,Manager,Senior Professional,91914.36,89214.41,Engineering,Engineering,11,10,1,0,Female,Minority,40,944,369,Yes,Minority
E00264,Cameron Thompson,11/22/2022,02/29/2024,Promotion > New Job > Higher Level,VP,Analyst I,Manager,Senior Manager,128870.9,154172.56,Legal,Marketing,16,17,1,1,Male,Minority,63,1597,1254,Yes,Minority
E00264,Cameron Thompson,11/22/2022,01/22/2024,Lateral Move > New Job > Same Level,Analyst I,Manager,Senior Manager,Senior Manager,154172.56,154117.41,Marketing,Product,17,17,1,1,Male,Minority,63,1036,440,No,Minority
E00282,Skyler Jones,01/28/2013,06/28/2014,Promotion > New Job > Higher Level,Analyst II,Director,Professional,Senior Professional,74368.29,86894.29,Legal,Legal,7,8,0,0,Male,Minority,55,528,1273,Yes,Minority
E00282,Skyler Jones,01/28/2013,08/17/2015,Promotion > New Job > Higher Level,Director,Manager,Senior Professional,Manager,86894.29,92366.12,Legal,Legal,8,9,0,1,Male,Minority,55,623,1301,Yes,Minority
E00234,Addison Clark,01/25/2015,09/17/2016,Promotion > New Job > Higher Level,Coordinator,Administrator,Entry,Professional,85857.36,90337.02,Engineering,Engineering,6,8,0,0,Female,Minority,24,685,597,No,Minority
E00234,Addison Clark,01/25/2015,12/25/2016,Lateral Move > New Job > Same Level,Administrator,Senior Analyst,Professional,Professional,90337.02,91276.29,Engineering,IT,8,8,0,0,Female,Minority,24,1354,100,Yes,Minority
E00234,Addison Clark,01/25/2015,05/29/2018,Promotion > New Job > Higher Level,Senior Analyst,Coordinator,Professional,Senior Professional,91276.29,96388.57,IT,IT,8,9,0,0,Female,Minority,24,1212,158,Yes,Minority
E00234,Addison Clark,01/25/2015,06/14/2018,Promotion > New Job > Higher Level,Coordinator,Administrator,Senior Professional,Manager,96388.57,108137.41,IT,IT,9,11,0,1,Female,Minority,24,380,1016,Yes,Minority
E00059,Logan Miller,12/30/2016,05/02/2018,Promotion > New Job > Higher Level,Analyst II,Senior Specialist,Entry,Professional,103438.37,117275.64,IT,Supply Chain,11,12,0,0,Female,Non-Minority,59,626,361,Yes,Non-Minority
E00059,Logan Miller,12/30/2016,01/01/2019,Promotion > New Job > Higher Level,Senior Specialist,Analyst I,Professional,Senior Professional,117275.64,127344.85,Supply Chain,Supply Chain,12,14,0,0,Female,Non-Minority,59,1162,1460,Yes,Non-Minority
E00059,Logan Miller,12/30/2016,09/15/2019,Promotion > New Job > Higher Level,Analyst I,VP,Senior Professional,Manager,127344.85,147146.42,Supply Chain,Supply Chain,14,15,0,1,Female,Non-Minority,59,1375,139,Yes,Non-Minority
E00059,Logan Miller,12/30/2016,07/18/2020,Promotion > New Job > Higher Level,VP,Senior Specialist,Manager,Senior Manager,147146.42,171539.65,Supply Chain,Supply Chain,15,17,1,1,Female,Non-Minority,59,558,848,No,Non-Minority
E00284,Sydney Thomas,04/03/2012,11/26/2013,Lateral Move > New Job > Same Level,Specialist,Analyst II,Manager,Manager,106176.25,109284.36,Marketing,Research,11,11,1,1,Female,Non-Minority,49,968,771,No,Non-Minority
E00284,Sydney Thomas,04/03/2012,09/28/2014,Promotion > New Job > Higher Level,Analyst II,VP,Manager,Senior Manager,109284.36,119610.47,Research,Research,11,12,1,1,Female,Non-Minority,49,1434,1200,Yes,Non-Minority
E00284,Sydney Thomas,04/03/2012,06/01/2014,Promotion > New Job > Higher Level,VP,Consultant,Senior Manager,Director,119610.47,136722.93,Research,Research,12,13,1,1,Female,Non-Minority,49,292,1144,No,Non-Minority
E00284,Sydney Thomas,04/03/2012,01/13/2017,Lateral Move > New Job > Same Level,Consultant,Specialist,Director,Director,136722.93,137472.08,Research,Legal,13,13,1,1,Female,Non-Minority,49,1133,1357,Yes,Non-Minority
E00284,Sydney Thomas,04/03/2012,06/25/2013,Promotion > New Job > Higher Level,Specialist,VP,Director,VP,137472.08,151901.83,Legal,Legal,13,15,1,1,Female,Non-Minority,49,317,1238,Yes,Non-Minority
E00284,Sydney Thomas,04/03/2012,07/20/2015,Lateral Move > New Job > Same Level,VP,Senior Manager,VP,VP,151901.83,150335.48,Legal,Legal,15,15,1,1,Female,Non-Minority,49,412,1419,No,Non-Minority
E00452,Kendall Davis,12/07/2019,03/23/2021,Promotion > New Job > Higher Level,Coordinator,Senior Manager,Entry,Professional,113460.08,124587.06,Legal,Legal,14,15,0,0,Male,Non-Minority,43,1573,956,Yes,Non-Minority
E00452,Kendall Davis,12/07/2019,09/15/2021,Promotion > New Job > Higher Level,Senior Manager,Manager,Professional,Senior Professional,124587.06,132000.66,Legal,Legal,15,16,0,0,Male,Non-Minority,43,1206,1168,Yes,Non-Minority
E00452,Kendall Davis,12/07/2019,08/14/2021,Promotion > New Job > Higher Level,Manager,Senior Manager,Senior Professional,Manager,132000.66,152655.3,Legal,Legal,16,17,0,1,Male,Non-Minority,43,778,1015,Yes,Non-Minority
E00452,Kendall Davis,12/07/2019,05/30/2024,Lateral Move > New Job > Same Level,Senior Manager,VP,Manager,Manager,152655.3,153536.15,Legal,Legal,17,17,1,1,Male,Non-Minority,43,314,475,Yes,Non-Minority
E00368,Jordan Lewis,12/29/2021,02/11/2023,Promotion > New Job > Higher Level,Analyst II,Analyst II,Professional,Senior Professional,58945.0,65346.57,IT,Human Resources,5,6,0,0,Female,Minority,63,517,655,No,Minority
E00368,Jordan Lewis,12/29/2021,04/22/2023,Promotion > New Job > Higher Level,Analyst II,Senior Manager,Senior Professional,Manager,65346.57,73478.91,Human Resources,Human Resources,6,7,0,1,Female,Minority,63,1464,136,Yes,Minority
E00368,Jordan Lewis,12/29/2021,08/20/2024,Promotion > New Job > Higher Level,Senior Manager,Senior Analyst,Manager,Senior Manager,73478.91,87839.35,Human Resources,Human Resources,7,9,1,1,Female,Minority,63,1150,800,Yes,Minority
E00490,Finley Davis,01/11/2022,12/07/2023,Promotion > New Job > Higher Level,Specialist,Coordinator,Professional,Senior Professional,80233.3,87753.37,Communications,Risk Management,6,7,0,0,Female,Non-Minority,57,655,1154,Yes,Non-Minority
E00490,Finley Davis,01/11/2022,11/01/2024,Promotion > New Job > Higher Level,Coordinator,Senior Director,Senior Professional,Manager,87753.37,97560.14,Risk Management,Risk Management,7,9,0,1,Female,Non-Minority,57,1791,758,No,Non-Minority
E00228,Peyton Taylor,01/01/2021,12/07/2022,Promotion > New Job > Higher Level,Senior Analyst,Consultant,Professional,Senior Professional,78144.91,87420.79,Product,Product,7,9,0,0,Female,Non-Minority,30,1796,717,Yes,Non-Minority
E00228,Peyton Taylor,01/01/2021,06/25/2022,Promotion > New Job > Higher Level,Consultant,Senior Associate,Senior Professional,Manager,87420.79,94765.65,Product,Product,9,11,0,1,Female,Non-Minority,30,1756,186,Yes,Non-Minority
E00228,Peyton Taylor,01/01/2021,10/31/2022,Promotion > New Job > Higher Level,Senior Associate,Director,Manager,Senior Manager,94765.65,103546.38,Product,Product,11,13,1,1,Female,Non-Minority,30,509,1186,No,Non-Minority
E00228,Peyton Taylor,01/01/2021,08/08/2023,Promotion > New Job > Higher Level,Director,VP,Senior Manager,Director,103546.38,123839.49,Product,Product,13,14,1,1,Female,Non-Minority,30,1544,404,Yes,Non-Minority
E00228,Peyton Taylor,01/01/2021,11/27/2022,Promotion > New Job > Higher Level,VP,Director,Director,VP,123839.49,132203.31,Product,Product,14,15,1,1,Female,Non-Minority,30,439,992,Yes,Non-Minority
E00096,Charlie Martinez,05/05/2020,11/10/2021,Promotion > New Job > Higher Level,Senior Director,Senior Director,Entry,Professional,69042.6,74619.4,Engineering,Engineering,5,6,0,0,Female,Minority,56,829,794,Yes,Minority
E00096,Charlie Martinez,05/05/2020,10/03/2021,Promotion > New Job > Higher Level,Senior Director,Senior Manager,Professional,Senior Professional,74619.4,83369.6,Engineering,Engineering,6,8,0,0,Female,Minority,56,797,338,Yes,Minority
E00096,Charlie Martinez,05/05/2020,06/25/2021,Promotion > New Job > Higher Level,Senior Manager,Manager,Senior Professional,Manager,83369.6,99181.51,Engineering,Engineering,8,10,0,1,Female,Minority,56,835,409,No,Minority
E00364,Sydney Davis,11/29/2021,09/04/2023,Promotion > New Job > Higher Level,Associate,Coordinator,Senior Professional,Manager,62633.67,71846.24,Research,Engineering,5,7,0,1,Male,Non-Minority,44,1354,1455,No,Non-Minority
E00213,Alex Martinez,12/30/2014,10/14/2016,Lateral Move > New Job > Same Level,Manager,Specialist,Manager,Manager,103747.91,106963.89,Risk Management,Risk Management,10,10,1,1,Male,Non-Minority,65,1591,320,Yes,Non-Minority
E00213,Alex Martinez,12/30/2014,05/03/2017,Promotion > New Job > Higher Level,Specialist,Senior Associate,Manager,Senior Manager,106963.89,114549.07,Risk Management,Risk Management,10,11,1,1,Male,Non-Minority,65,230,912,Yes,Non-Minority
E00429,Cameron Wright,11/25/2013,03/17/2015,Lateral Move > New Job > Same Level,Administrator,Director,Professional,Professional,97356.61,98448.77,Legal,Finance,11,11,0,0,Female,Non-Minority,26,1493,489,Yes,Non-Minority
E00429,Cameron Wright,11/25/2013,07/14/2016,Lateral Move > New Job > Same Level,Director,Coordinator,Professional,Professional,98448.77,100107.67,Finance,Finance,11,11,0,0,Female,Non-Minority,26,749,490,No,Non-Minority
E00429,Cameron Wright,11/25/2013,01/10/2015,Lateral Move > New Job > Same Level,Coordinator,Senior Director,Professional,Professional,100107.67,98691.27,Finance,Finance,11,11,0,0,Female,Non-Minority,26,1555,268,Yes,Non-Minority
E00429,Cameron Wright,11/25/2013,10/08/2017,Promotion > New Job > Higher Level,Senior Director,Director,Professional,Senior Professional,98691.27,106504.41,Finance,Finance,11,13,0,0,Female,Non-Minority,26,1227,204,No,Non-Minority
E00429,Cameron Wright,11/25/2013,08/21/2018,Promotion > New Job > Higher Level,Director,Senior Specialist,Senior Professional,Manager,106504.41,118180.88,Finance,Finance,13,15,0,1,Female,Non-Minority,26,937,880,Yes,Non-Minority
E00330,Emery Rodriguez,04/06/2014,04/12/2015,Lateral Move > New Job > Same Level,Senior Director,Manager,Senior Professional,Senior Professional,110212.88,110204.67,Legal,Legal,13,13,0,0,Female,Non-Minority,40,1328,269,Yes,Non-Minority
E00330,Emery Rodriguez,04/06/2014,11/12/2015,Demotion > New Job > Lower Level,Manager,Senior Specialist,Senior Professional,Professional,110204.67,104101.64,Legal,Legal,13,12,0,0,Female,Non-Minority,40,1086,681,Yes,Non-Minority
E00330,Emery Rodriguez,04/06/2014,03/06/2016,Promotion > New Job > Higher Level,Senior Specialist,Administrator,Professional,Senior Professional,104101.64,120684.08,Legal,Legal,12,14,0,0,Female,Non-Minority,40,1382,1314,No,Non-Minority
E00455,Sydney Lewis,11/26/2014,02/07/2016,Promotion > New Job > Higher Level,Consultant,Senior Manager,Professional,Senior Professional,81335.05,89101.3,IT,IT,9,10,0,0,Male,Minority,34,866,225,Yes,Minority
E00401,Kendall Walker,03/14/2023,09/21/2024,Promotion > New Job > Higher Level,Associate,Senior Associate,Professional,Senior Professional,114843.65,120699.85,Supply Chain,Supply Chain,14,15,0,0,Male,Non-Minority,40,1028,448,Yes,Non-Minority
E00377,Casey Robinson,06/17/2019,06/14/2021,Promotion > New Job > Higher Level,VP,Senior Associate,Professional,Senior Professional,79186.57,85512.68,Research,Research,7,8,0,0,Female,Non-Minority,25,1314,1094,Yes,Non-Minority
E00377,Casey Robinson,06/17/2019,07/29/2020,Promotion > New Job > Higher Level,Senior Associate,Senior Manager,Senior Professional,Manager,85512.68,100493.46,Research,Research,8,10,0,1,Female,Non-Minority,25,1695,1039,Yes,Non-Minority
E00377,Casey Robinson,06/17/2019,09/18/2021,Lateral Move > New Job > Same Level,Senior Manager,Senior Associate,Manager,Manager,100493.46,98672.4,Research,Engineering,10,10,1,1,Female,Non-Minority,25,1491,1393,No,Non-Minority
E00377,Casey Robinson,06/17/2019,02/08/2023,Promotion > New Job > Higher Level,Senior Associate,Senior Specialist,Manager,Senior Manager,98672.4,113283.01,Engineering,Engineering,10,11,1,1,Female,Non-Minority,25,547,1097,Yes,Non-Minority
E00197,Parker Clark,08/05/2020,07/01/2022,Promotion > New Job > Higher Level,Consultant,Manager,Senior Professional,Manager,105808.61,111550.46,Finance,Finance,13,14,0,1,Male,Non-Minority,52,316,1316,Yes,Non-Minority
E00197,Parker Clark,08/05/2020,08/10/2022,Lateral Move > New Job > Same Level,Manager,Administrator,Manager,Manager,111550.46,113856.72,Finance,Finance,14,14,1,1,Male,Non-Minority,52,708,1376,Yes,Non-Minority
E00197,Parker Clark,08/05/2020,04/05/2024,Promotion > New Job > Higher Level,Administrator,Analyst I,Manager,Senior Manager,113856.72,125923.29,Finance,Finance,14,15,1,1,Male,Non-Minority,52,711,423,Yes,Non-Minority
