employee_id,name,department,job_profile,job_level,grade,annual_salary,gender,minority_status,veteran,disability,age,age_group,hire_date,term_date,term_reason,term_category,manager_id,location,is_manager,highest_degree,tenure_years,exempt,grade_profile,time_in_job_years,leave_type,leave_start,leave_end,employee_type
E00129,Parker White,Risk Management,Senior Specialist,Senior Professional,10,88217.14,Female,Minority,No,No,62,60+,06/03/2010,01/26/2016,Voluntary - Relocation,Voluntary,E00037,West,0,Bachelors,13.6,1,Standard,6.0,None,,,Regular
E00130,Marley Robinson,Marketing,Consultant,Professional,14,138898.58,Female,Minority,No,No,45,40-49,04/14/2017,,,,E00030,Northeast,1,Masters,6.7,1,Standard,2.1,None,,,Regular
E00131,Addison Martinez,Customer Service,VP,Manager,11,92189.92,Male,Minority,No,No,43,40-49,03/18/2023,,,,E00026,Southeast,0,Bachelors,0.8,1,Standard,0.6,None,,,Regular
E00132,Blake Taylor,Customer Service,VP,Manager,13,108338.51,Female,Minority,No,No,63,60+,07/23/2012,,,,E00050,Southeast,0,Associates,11.4,0,Standard,2.2,None,,,Regular
E00133,Kendall Clark,Marketing,Analyst II,Manager,12,107233.99,Female,Minority,No,No,33,30-39,06/05/2014,,,,E00049,West,0,Masters,9.6,0,Technical,7.8,None,,,Regular
E00134,Drew Jones,Research,Manager,Manager,15,121124.03,Female,Minority,Yes,No,26,Under 30,01/26/2020,,,,E00041,West,0,Masters,3.9,1,Technical,1.7,None,,,Regular
E00135,Rowan Williams,IT,Senior Associate,Professional,5,79867.25,Male,Minority,No,No,51,50-59,02/29/2016,,,,E00023,West,1,None,7.8,0,Standard,3.4,None,,,Regular
E00136,River Lee,Human Resources,Senior Specialist,Professional,6,80570.16,Female,Non-Minority,No,No,51,50-59,06/09/2016,,,,E00040,Remote,0,Doctorate,7.6,1,Technical,7.3,None,,,Regular
E00137,Drew Harris,Communications,Manager,Senior Professional,14,124253.27,Male,Non-Minority,No,No,54,50-59,02/02/2020,,,,E00013,Southeast,0,None,3.9,1,Market Premium,0.9,Military,11/07/2021,05/02/2022,Regular
E00138,Avery Robinson,Customer Service,Manager,Senior Professional,7,73228.62,Female,Non-Minority,Yes,No,50,40-49,11/22/2011,,,,E00003,Remote,0,Doctorate,12.1,1,Technical,2.4,None,,,Regular
E00139,Kendall Anderson,Engineering,Senior Director,Professional,11,105820.44,Male,Non-Minority,No,No,60,50-59,05/13/2018,,,,E00027,Northeast,0,Bachelors,5.6,1,Standard,2.3,None,,,Regular
E00140,Jamie Walker,Research,Administrator,Professional,11,101077.9,Male,Non-Minority,No,No,64,60+,07/07/2022,,,,E00019,Remote,0,Associates,1.5,1,Market Premium,0.6,None,,,Regular
E00141,Logan Lewis,Operations,Senior Specialist,Senior Manager,14,124049.09,Female,Non-Minority,No,No,30,Under 30,03/04/2013,,,,E00042,Remote,0,None,10.8,1,Market Premium,6.5,None,,,Regular
E00142,Logan Young,Risk Management,VP,Entry,7,68773.01,Female,Non-Minority,No,No,65,60+,05/14/2017,,,,E00043,Remote,0,None,6.6,1,Technical,4.9,None,,,Regular
E00143,Sage Garcia,Operations,Associate,Manager,10,110866.85,Male,Non-Minority,No,No,43,40-49,05/28/2021,,,,E00024,West,1,Associates,2.6,1,Standard,3.1,None,,,Regular
E00144,Rowan Hall,Human Resources,Senior Manager,Entry,9,84000.63,Female,Minority,No,No,55,50-59,06/23/2013,,,,E00007,Northeast,0,Bachelors,10.5,1,Technical,1.9,None,,,Regular
E00145,Marley Robinson,Marketing,Coordinator,Entry,7,79755.19,Female,Non-Minority,No,No,61,60+,06/14/2018,,,,E00012,Southeast,0,Masters,5.5,1,Standard,2.8,None,,,Regular
E00146,Emery Davis,Communications,Senior Associate,Professional,12,107318.44,Female,Non-Minority,No,No,52,50-59,04/30/2015,10/19/2020,Involuntary - Performance,Involuntary,E00015,Southeast,0,Bachelors,8.7,1,Technical,8.7,None,,,Regular
E00147,Hayden Lee,Product,Senior Manager,Manager,14,119023.11,Male,Minority,No,No,48,40-49,11/19/2019,,,,E00050,Southeast,0,Associates,4.1,0,Technical,1.1,None,,,Regular
E00148,Emery Scott,Finance,Analyst II,Entry,12,117725.75,Male,Non-Minority,No,No,55,50-59,08/11/2015,,,,E00024,Northeast,0,Bachelors,8.4,1,Standard,6.9,None,,,Regular
E00149,Taylor Scott,Product,Associate,Manager,12,114066.72,Female,Minority,No,No,50,40-49,02/13/2016,,,,E00028,Midwest,0,None,7.9,1,Market Premium,0.9,None,,,Regular
E00150,Taylor Taylor,Operations,Associate,Manager,13,118520.25,Female,Non-Minority,No,No,23,Under 30,04/05/2021,,,,E00025,Midwest,0,None,2.7,1,Technical,2.3,None,,,Regular
E00151,Logan Young,Marketing,Senior Analyst,Entry,5,59898.19,Male,Minority,No,No,52,50-59,04/11/2013,,,,E00031,West,0,Doctorate,10.7,1,Standard,10.2,Parental,03/19/2018,07/21/2018,Regular
E00152,Sydney Harris,Sales,Senior Manager,Entry,7,90700.83,Female,Non-Minority,No,No,49,40-49,09/28/2015,,,,E00036,Northeast,1,Bachelors,8.3,1,Standard,3.0,None,,,Regular
E00153,Dakota Williams,Sales,Analyst II,Senior Professional,11,101380.03,Male,Non-Minority,No,No,53,50-59,01/27/2011,,,,E00040,Remote,0,Doctorate,12.9,1,Standard,8.7,Military,09/17/2020,12/22/2020,Regular
E00154,River Taylor,Engineering,Associate,Manager,16,134045.69,Female,Non-Minority,No,No,58,50-59,03/22/2013,,,,E00001,West,0,Associates,10.8,0,Technical,7.7,None,,,Regular
E00155,Jordan Clark,Human Resources,Senior Specialist,Director,10,96966.59,Male,Non-Minority,No,No,45,40-49,09/28/2021,,,,E00031,Midwest,0,None,2.3,1,Market Premium,2.3,Family Care,11/13/2021,05/01/2022,Regular
E00156,Kendall Anderson,Supply Chain,Senior Analyst,Entry,6,64343.84,Male,Non-Minority,No,No,24,Under 30,05/30/2015,,,,E00048,Midwest,0,Doctorate,8.6,1,Market Premium,7.5,Personal,12/19/2019,03/03/2020,Regular
E00157,Riley Allen,Supply Chain,Senior Analyst,Professional,12,111192.45,Female,Non-Minority,No,No,26,Under 30,06/03/2020,,,,E00041,West,0,None,3.6,1,Market Premium,1.2,None,,,Regular
E00158,Marley Thompson,Engineering,Manager,Senior Professional,13,114608.49,Female,Non-Minority,No,No,38,30-39,06/23/2014,06/09/2015,Involuntary - Restructuring,Involuntary,E00026,Northeast,0,Associates,9.5,1,Market Premium,3.9,None,,,Regular
E00159,Sydney Jackson,Human Resources,Consultant,Manager,15,127373.49,Female,Non-Minority,No,No,46,40-49,01/27/2011,04/15/2015,Involuntary - Performance,Involuntary,E00026,Midwest,0,Associates,12.9,1,Market Premium,9.4,Family Care,02/13/2022,07/21/2022,Regular
E00160,Parker Williams,Engineering,Senior Specialist,Entry,6,69473.88,Male,Non-Minority,Yes,Yes,60,50-59,08/24/2021,,,,E00047,Southeast,0,Doctorate,2.4,0,Market Premium,1.3,None,,,Regular
E00161,Dakota Harris,Operations,VP,Senior Professional,9,90991.07,Male,Non-Minority,No,No,49,40-49,10/18/2011,,,,E00020,Southeast,1,Masters,12.2,0,Market Premium,6.0,None,,,Regular
E00162,Peyton Johnson,IT,Analyst II,Professional,11,108453.63,Male,Non-Minority,No,No,64,60+,11/28/2017,,,,E00041,West,0,Bachelors,6.1,1,Technical,5.4,Parental,10/18/2019,03/19/2020,Regular
E00163,Jordan Jones,Marketing,Analyst II,Professional,14,117305.7,Male,Minority,No,No,37,30-39,09/13/2010,,,,E00029,Midwest,0,Bachelors,13.3,1,Market Premium,13.1,Military,05/13/2018,07/20/2018,Regular
E00164,Blake Jackson,Marketing,Coordinator,Entry,12,107233.26,Male,Minority,No,No,26,Under 30,07/28/2023,,,,E00024,Remote,0,Associates,0.4,1,Technical,0.6,None,,,Regular
E00165,Alex Walker,Research,Senior Analyst,Professional,9,76044.79,Male,Non-Minority,No,No,53,50-59,01/19/2017,,,,E00008,Remote,0,Masters,6.9,0,Technical,1.3,Medical,12/02/2020,03/22/2021,Regular
E00166,Logan Scott,Sales,Manager,Professional,14,116737.99,Male,Minority,No,No,34,30-39,01/04/2020,,,,E00019,Northeast,0,Associates,4.0,0,Standard,2.3,None,,,Regular
E00167,Blake Robinson,Human Resources,Analyst II,Entry,10,90698.34,Female,Minority,No,No,57,50-59,12/26/2019,,,,E00043,Remote,0,Bachelors,4.0,1,Market Premium,3.9,None,,,Regular
E00168,Avery Brown,Communications,Associate,Manager,15,116762.09,Male,Minority,No,No,30,Under 30,11/27/2013,,,,E00033,Southeast,0,Masters,10.1,1,Standard,4.1,None,,,Regular
E00169,Casey Harris,Operations,Consultant,Entry,12,107313.43,Male,Non-Minority,No,No,27,Under 30,11/02/2022,,,,E00036,Northeast,0,Bachelors,1.2,0,Market Premium,1.7,None,,,Regular
E00170,Parker Young,Customer Service,Director,Entry,11,107494.06,Female,Non-Minority,No,No,26,Under 30,09/26/2020,,,,E00050,Southeast,0,Bachelors,3.3,1,Technical,0.7,None,,,Regular
E00171,Charlie Young,Research,Coordinator,Entry,13,111700.19,Female,Minority,No,No,57,50-59,06/13/2020,,,,E00009,Remote,0,Associates,3.6,1,Standard,2.1,Parental,08/15/2018,01/16/2019,Regular
E00172,Riley Garcia,Customer Service,Specialist,Manager,12,109781.15,Male,Non-Minority,No,Yes,36,30-39,10/14/2012,,,,E00020,Midwest,0,Doctorate,11.2,1,Market Premium,10.0,None,,,Regular
E00173,Cameron Martinez,Sales,Director,Senior Manager,14,140723.83,Male,Minority,No,No,56,50-59,08/15/2015,,,,E00009,Northeast,1,Doctorate,8.4,1,Technical,1.9,None,,,Regular
E00174,River Walker,Marketing,Consultant,Senior Professional,7,77738.5,Female,Non-Minority,No,No,60,50-59,01/09/2023,,,,E00043,Midwest,0,Doctorate,1.0,1,Standard,1.3,None,,,Regular
E00175,Quinn Hall,Research,Director,Manager,14,112890.33,Male,Minority,No,No,48,40-49,08/21/2010,01/15/2012,Voluntary - New Opportunity,Voluntary,E00042,Remote,0,None,13.4,1,Market Premium,12.4,None,,,Regular
E00176,Avery Allen,Research,Coordinator,Senior Professional,9,98604.7,Female,Non-Minority,No,No,65,60+,03/28/2022,,,,E00031,West,1,Bachelors,1.8,1,Market Premium,0.6,None,,,Regular
E00177,Finley Jackson,Marketing,Associate,Senior Professional,12,98196.19,Male,Non-Minority,No,No,43,40-49,05/06/2011,,,,E00027,Remote,0,Associates,12.7,1,Market Premium,11.4,None,,,Regular
E00178,Casey Hall,Supply Chain,Specialist,Professional,10,90747.4,Female,Non-Minority,No,No,54,50-59,02/28/2017,,,,E00026,Remote,0,None,6.8,1,Market Premium,2.1,None,,,Regular
E00179,Sage Thomas,Sales,Administrator,Professional,7,77325.42,Male,Minority,No,No,61,60+,09/30/2012,03/28/2016,Voluntary - Personal,Voluntary,E00004,West,0,Associates,11.3,1,Standard,9.7,None,,,Regular
E00180,Kendall Garcia,Supply Chain,Manager,Entry,10,84575.46,Female,Minority,No,No,54,50-59,12/16/2022,,,,E00013,West,0,Masters,1.0,1,Market Premium,1.0,None,,,Regular
E00181,Quinn White,Legal,Specialist,Professional,13,125157.36,Male,Minority,No,No,25,Under 30,01/08/2012,,,,E00016,Northeast,0,Bachelors,12.0,1,Market Premium,7.7,Family Care,04/12/2023,06/30/2023,Regular
E00182,Casey Wright,Customer Service,Senior Associate,Professional,5,71562.04,Male,Non-Minority,Yes,No,45,40-49,05/29/2016,,,,E00028,West,0,Bachelors,7.6,1,Standard,3.5,None,,,Regular
E00183,Emery Martinez,Customer Service,Analyst II,Professional,8,78569.79,Male,Non-Minority,No,No,46,40-49,10/16/2022,,,,E00024,Remote,0,Masters,1.2,1,Technical,0.8,None,,,Regular
E00184,Morgan Thomas,Research,Specialist,Senior Manager,11,109959.03,Male,Non-Minority,No,No,43,40-49,12/24/2023,,,,E00009,Remote,1,Bachelors,0.0,1,Standard,0.5,None,,,Regular
E00185,Jordan Jones,Legal,VP,Entry,13,107127.65,Female,Non-Minority,Yes,No,43,40-49,06/02/2021,,,,E00003,West,0,Doctorate,2.6,0,Market Premium,0.9,None,,,Regular
E00186,Riley Thomas,Marketing,Director,Manager,15,143903.51,Female,Minority,No,No,41,40-49,07/25/2021,,,,E00021,Remote,1,Bachelors,2.4,1,Technical,2.5,Personal,12/21/2023,04/05/2024,Regular
E00187,Blake Anderson,Supply Chain,Senior Director,Senior Manager,14,117133.05,Female,Minority,No,No,29,Under 30,12/26/2020,,,,E00002,West,0,Doctorate,3.0,1,Market Premium,2.9,Family Care,04/20/2018,08/27/2018,Regular
E00188,Peyton Hall,Product,Director,Entry,9,84537.72,Male,Non-Minority,No,No,58,50-59,05/22/2023,,,,E00042,Southeast,0,None,0.6,0,Technical,0.8,None,,,Regular
E00189,Marley Lewis,Research,Associate,Professional,14,118929.9,Male,Non-Minority,No,No,24,Under 30,10/04/2021,,,,E00010,Remote,0,None,2.2,1,Standard,0.5,Family Care,07/08/2021,11/13/2021,Regular
E00190,Quinn Moore,Marketing,Senior Manager,Senior Professional,11,115393.68,Female,Minority,Yes,No,61,60+,05/24/2019,,,,E00045,West,1,None,4.6,0,Technical,1.1,None,,,Regular
E00191,Finley Lee,Customer Service,Senior Specialist,Senior Professional,10,88217.09,Male,Non-Minority,No,No,42,40-49,08/26/2014,,,,E00043,Southeast,0,Masters,9.3,1,Technical,3.7,None,,,Regular
E00192,Quinn Davis,Research,Senior Associate,Senior Professional,9,93477.17,Female,Minority,No,No,57,50-59,12/12/2017,,,,E00031,Midwest,0,Associates,6.1,0,Market Premium,5.2,Personal,04/29/2020,08/22/2020,Regular
E00193,Emery Scott,Operations,Consultant,Entry,12,106710.08,Male,Non-Minority,No,No,39,30-39,12/19/2020,,,,E00023,Midwest,0,None,3.0,1,Technical,2.5,None,,,Regular
E00194,Peyton Jones,Legal,Senior Associate,Senior Manager,15,125285.07,Female,Non-Minority,Yes,No,24,Under 30,07/08/2018,,,,E00050,Midwest,0,None,5.5,0,Market Premium,5.6,None,,,Regular
E00195,Elliot Thompson,Sales,VP,Entry,13,114774.04,Female,Minority,No,No,39,30-39,10/02/2015,08/13/2021,Voluntary - Retirement,Voluntary,E00018,Southeast,0,None,8.2,1,Technical,6.6,None,,,Regular
E00196,Charlie Lee,Sales,Associate,Manager,10,94610.81,Male,Non-Minority,No,No,62,60+,05/15/2015,,,,E00043,Southeast,0,None,8.6,1,Standard,4.1,None,,,Regular
E00197,Parker Clark,Finance,Consultant,Senior Professional,13,105808.61,Male,Non-Minority,No,No,52,50-59,08/05/2020,03/19/2022,Voluntary - Career Change,Voluntary,E00011,West,0,Associates,3.4,1,Market Premium,1.6,None,,,Regular
E00198,Reese Davis,Communications,Senior Manager,Senior Professional,6,76783.45,Male,Non-Minority,No,No,24,Under 30,04/30/2011,,,,E00042,Southeast,1,Masters,12.7,1,Standard,12.4,None,,,Regular
E00199,Riley Scott,Risk Management,VP,Entry,11,103118.0,Female,Non-Minority,No,No,40,30-39,10/25/2010,,,,E00032,Northeast,0,None,13.2,1,Market Premium,8.0,None,,,Regular
E00200,Cameron Thompson,Operations,Senior Manager,Entry,9,104812.77,Male,Non-Minority,No,No,53,50-59,05/29/2012,,,,E00030,Southeast,1,Doctorate,11.6,0,Market Premium,3.7,None,,,Regular
E00201,Logan Garcia,Supply Chain,Analyst I,Senior Professional,12,105234.17,Male,Non-Minority,No,No,43,40-49,07/11/2012,09/22/2016,Voluntary - Career Change,Voluntary,E00017,Midwest,0,Doctorate,11.5,1,Technical,9.2,Military,12/20/2019,01/03/2020,Regular
E00202,Drew Williams,Risk Management,Senior Specialist,Entry,11,96451.79,Male,Minority,No,No,64,60+,09/14/2023,,,,E00033,Northeast,0,Associates,0.3,1,Standard,0.6,None,,,Regular
E00203,Avery Jackson,Finance,Coordinator,Professional,9,79042.28,Male,Minority,No,No,39,30-39,07/26/2015,,,,E00025,Midwest,0,Bachelors,8.4,1,Technical,6.6,None,,,Regular
E00204,Avery Johnson,Engineering,Senior Director,Entry,10,100938.4,Female,Non-Minority,Yes,No,29,Under 30,04/04/2010,,,,E00045,West,0,Bachelors,13.7,1,Standard,6.1,None,,,Regular
E00205,Morgan Clark,Supply Chain,Consultant,Senior Professional,9,98694.64,Female,Non-Minority,No,Yes,40,30-39,04/09/2021,,,,E00045,Midwest,0,Doctorate,2.7,1,Standard,1.1,None,,,Regular
E00206,Parker Robinson,Product,Senior Manager,Senior Professional,14,143230.77,Male,Non-Minority,No,No,52,50-59,12/30/2012,11/07/2018,Voluntary - Career Change,Voluntary,E00024,Remote,1,Associates,11.0,1,Standard,8.0,None,,,Regular
E00207,Elliot White,Customer Service,Analyst II,Entry,10,99237.11,Female,Non-Minority,No,No,25,Under 30,05/13/2023,10/09/2024,Voluntary - Personal,Voluntary,E00005,Remote,0,Doctorate,0.6,0,Standard,0.8,None,,,Regular
E00208,Morgan Lewis,Risk Management,Associate,Senior Professional,13,111702.27,Male,Non-Minority,No,Yes,59,50-59,05/12/2013,09/12/2015,Involuntary - Restructuring,Involuntary,E00029,West,0,None,10.6,1,Technical,5.2,None,,,Regular
E00209,Parker Jackson,Product,Director,Senior Professional,7,82463.8,Male,Minority,Yes,No,25,Under 30,04/01/2011,,,,E00033,Remote,0,Masters,12.8,1,Technical,10.8,None,,,Regular
E00210,Sydney Miller,Legal,Director,Senior Professional,9,92703.35,Male,Minority,No,No,26,Under 30,06/28/2010,,,,E00001,Northeast,0,Masters,13.5,0,Market Premium,10.0,None,,,Regular
E00211,Parker Garcia,Product,Coordinator,Senior Professional,5,67584.37,Male,Minority,No,No,30,Under 30,02/20/2022,04/22/2023,Voluntary - Relocation,Voluntary,E00019,West,0,Bachelors,1.9,0,Market Premium,1.4,None,,,Regular
E00212,Cameron King,Research,Specialist,Senior Professional,13,126437.67,Male,Non-Minority,No,No,29,Under 30,06/20/2018,03/04/2023,Voluntary - Relocation,Voluntary,E00009,Southeast,0,Doctorate,5.5,1,Market Premium,3.4,None,,,Regular
E00213,Alex Martinez,Risk Management,Manager,Manager,10,103747.91,Male,Non-Minority,No,No,65,60+,12/30/2014,,,,E00049,Remote,0,Masters,9.0,0,Technical,3.9,None,,,Regular
E00214,Quinn Scott,Operations,Consultant,Senior Manager,12,110055.72,Female,Non-Minority,No,No,29,Under 30,02/25/2015,06/02/2018,Voluntary - Personal,Voluntary,E00018,Northeast,0,Masters,8.8,0,Technical,7.2,None,,,Regular
E00215,River Johnson,Sales,Manager,Professional,8,72660.73,Female,Non-Minority,No,No,60,50-59,05/09/2010,,,,E00007,Northeast,0,Associates,13.6,0,Technical,1.1,None,,,Regular
E00216,Addison Hall,Sales,Analyst I,Manager,13,109016.01,Female,Minority,No,No,30,Under 30,11/05/2019,,,,E00049,Remote,0,Bachelors,4.2,1,Standard,3.9,None,,,Regular
E00217,Sage Wright,Operations,Senior Analyst,Manager,15,125106.56,Female,Non-Minority,No,No,64,60+,12/03/2022,,,,E00016,Remote,0,Associates,1.1,0,Market Premium,0.8,None,,,Regular
E00218,Elliot Garcia,Customer Service,Senior Director,Senior Professional,14,121543.63,Female,Non-Minority,No,No,65,60+,05/15/2011,,,,E00048,West,0,Doctorate,12.6,1,Market Premium,1.1,None,,,Regular
E00219,Drew Robinson,Research,Senior Specialist,Senior Manager,16,129795.78,Male,Minority,No,No,48,40-49,09/22/2017,,,,E00034,Southeast,0,Bachelors,6.3,0,Market Premium,1.7,None,,,Regular
E00220,Sage King,Product,VP,Senior Professional,8,82158.46,Female,Non-Minority,No,No,31,30-39,01/24/2022,,,,E00015,West,0,None,1.9,1,Technical,1.3,None,,,Regular
E00221,Avery Rodriguez,Customer Service,Associate,Senior Professional,13,133610.43,Female,Non-Minority,No,No,43,40-49,05/06/2019,,,,E00025,Northeast,1,Masters,4.7,1,Market Premium,0.9,Medical,02/20/2020,03/13/2020,Regular
E00222,River Johnson,Engineering,Administrator,VP,16,122536.81,Female,Minority,No,No,26,Under 30,02/27/2011,,,,E00039,Southeast,0,Doctorate,12.8,1,Technical,9.1,Military,06/07/2020,09/01/2020,Regular
E00223,Elliot Smith,Sales,Associate,Entry,10,99595.77,Male,Non-Minority,No,No,34,30-39,10/02/2020,,,,E00020,Northeast,0,Masters,3.2,1,Standard,2.7,None,,,Regular
E00224,Drew Hall,Legal,Senior Associate,Manager,13,119895.94,Male,Non-Minority,No,No,46,40-49,08/03/2014,,,,E00036,West,1,Doctorate,9.4,1,Technical,3.9,None,,,Regular
E00225,Morgan Allen,Operations,VP,Professional,13,112317.31,Female,Minority,No,No,52,50-59,11/13/2015,,,,E00030,Midwest,0,Associates,8.1,1,Market Premium,3.0,Family Care,07/07/2018,12/20/2018,Regular
E00226,Casey Smith,Risk Management,Senior Associate,Entry,8,89362.44,Female,Non-Minority,No,No,57,50-59,08/14/2022,,,,E00048,Remote,0,Doctorate,1.4,1,Technical,1.1,None,,,Regular
E00227,Reese Young,Sales,Associate,Professional,10,97046.29,Female,Non-Minority,Yes,No,53,50-59,06/02/2013,,,,E00025,Remote,0,Bachelors,10.6,0,Market Premium,8.6,Medical,06/25/2023,07/13/2023,Regular
E00228,Peyton Taylor,Product,Senior Analyst,Professional,7,78144.91,Female,Non-Minority,No,No,30,Under 30,01/01/2021,,,,E00047,Remote,0,Masters,3.0,1,Standard,3.3,None,,,Regular
E00229,Marley King,Research,Analyst II,Senior Professional,5,54805.19,Female,Non-Minority,No,No,64,60+,02/28/2022,,,,E00003,Northeast,0,None,1.8,1,Market Premium,0.7,Personal,08/05/2020,12/29/2020,Regular
E00230,Quinn Lee,Supply Chain,Manager,Entry,7,72674.8,Male,Non-Minority,No,No,45,40-49,07/11/2011,,,,E00001,Northeast,0,Doctorate,12.5,1,Technical,8.8,None,,,Regular
E00231,Alex Thompson,Product,Senior Manager,Senior Professional,12,111497.32,Female,Non-Minority,No,No,48,40-49,10/30/2023,,,,E00002,Northeast,0,None,0.2,1,Technical,0.6,None,,,Regular
E00232,Marley Robinson,Engineering,Senior Director,Senior Professional,5,73845.58,Female,Non-Minority,No,No,49,40-49,01/06/2022,,,,E00033,Southeast,0,None,2.0,0,Standard,1.5,None,,,Regular
E00233,Peyton Thomas,Risk Management,Analyst II,Professional,10,104421.32,Male,Minority,No,No,45,40-49,05/29/2015,01/19/2018,Involuntary - Performance,Involuntary,E00018,West,1,Masters,8.6,1,Technical,2.6,None,,,Regular
E00234,Addison Clark,Engineering,Coordinator,Entry,6,85857.36,Female,Minority,No,No,24,Under 30,01/25/2015,,,,E00042,Northeast,0,Masters,8.9,1,Market Premium,3.9,None,,,Regular
E00235,Riley Williams,Finance,Manager,Manager,10,108074.38,Male,Non-Minority,Yes,No,49,40-49,09/04/2020,,,,E00045,Midwest,1,Doctorate,3.3,1,Standard,3.5,None,,,Regular
E00236,Charlie White,Sales,Manager,Senior Manager,13,128561.87,Female,Non-Minority,No,No,39,30-39,12/15/2010,,,,E00045,Northeast,1,None,13.0,0,Technical,12.5,None,,,Regular
E00237,Alex Miller,IT,Director,Professional,5,69283.09,Female,Non-Minority,No,No,31,30-39,03/07/2022,,,,E00021,West,0,None,1.8,1,Market Premium,0.8,Medical,09/11/2020,10/29/2020,Regular
E00238,Charlie Thompson,Risk Management,Specialist,Senior Professional,11,103248.28,Female,Non-Minority,No,No,46,40-49,09/17/2022,,,,E00044,Southeast,0,None,1.3,0,Technical,1.5,None,,,Regular
E00239,Avery Young,Finance,Analyst II,Senior Professional,6,70326.16,Female,Non-Minority,Yes,No,43,40-49,10/04/2017,,,,E00028,Remote,0,Doctorate,6.2,1,Technical,3.0,None,,,Regular
E00240,Avery Taylor,Communications,Senior Manager,Professional,12,102590.08,Female,Minority,No,No,46,40-49,04/27/2017,02/22/2018,Involuntary - Performance,Involuntary,E00032,West,0,Associates,6.7,0,Technical,4.4,None,,,Regular
E00241,Taylor Williams,Communications,Senior Associate,Professional,8,72980.69,Male,Non-Minority,No,No,31,30-39,07/11/2018,12/24/2019,Involuntary - Performance,Involuntary,E00046,West,0,Associates,5.5,1,Technical,2.6,None,,,Regular
E00242,Blake Hall,Finance,Senior Associate,Entry,9,89919.25,Female,Non-Minority,No,No,28,Under 30,02/02/2018,10/11/2019,Voluntary - Relocation,Voluntary,E00029,Southeast,0,None,5.9,1,Standard,3.0,None,,,Regular
E00243,Taylor Taylor,Customer Service,Senior Manager,Manager,16,144798.3,Female,Non-Minority,No,No,27,Under 30,06/29/2022,,,,E00002,Remote,0,Doctorate,1.5,1,Market Premium,1.8,None,,,Regular
E00244,Kendall Williams,Engineering,VP,Entry,11,101275.9,Female,Minority,Yes,No,57,50-59,04/12/2010,,,,E00025,Southeast,0,Doctorate,13.7,1,Technical,2.8,None,,,Regular
E00245,Jamie Martin,Marketing,Senior Analyst,Entry,7,82627.94,Female,Non-Minority,No,No,26,Under 30,07/16/2018,,,,E00020,Southeast,0,Masters,5.5,1,Market Premium,2.8,Parental,06/07/2023,09/06/2023,Regular
E00246,Sydney Clark,Operations,Manager,Professional,9,106697.31,Female,Non-Minority,No,No,60,50-59,09/23/2011,,,,E00016,Remote,1,Associates,12.3,1,Market Premium,1.8,None,,,Regular
E00247,Marley Harris,Finance,Senior Specialist,Senior Professional,11,96917.98,Female,Non-Minority,No,No,43,40-49,10/31/2016,,,,E00022,West,0,Bachelors,7.2,1,Market Premium,6.4,None,,,Regular
E00248,Logan Miller,Engineering,Manager,Professional,10,93325.89,Male,Minority,No,No,42,40-49,05/02/2023,,,,E00039,Southeast,0,Masters,0.7,1,Market Premium,0.7,None,,,Regular
E00249,Hayden Rodriguez,IT,Administrator,Professional,8,90262.34,Female,Non-Minority,No,No,47,40-49,01/05/2021,,,,E00021,Midwest,0,None,3.0,1,Technical,1.1,None,,,Regular
E00250,Dakota Robinson,Marketing,Associate,Entry,13,117089.45,Female,Non-Minority,No,No,50,40-49,03/28/2022,,,,E00047,Midwest,0,None,1.8,1,Market Premium,1.7,None,,,Regular
E00251,Jamie Lewis,Research,Senior Analyst,Professional,9,92015.94,Male,Non-Minority,Yes,No,49,40-49,02/14/2013,,,,E00016,West,0,None,10.9,1,Market Premium,11.3,None,,,Regular
E00252,Rowan Scott,IT,Consultant,Professional,11,96028.25,Female,Non-Minority,No,No,48,40-49,09/30/2020,,,,E00035,Remote,0,None,3.3,1,Market Premium,2.8,None,,,Regular
E00253,Kendall Davis,IT,Senior Director,Entry,6,88057.35,Female,Non-Minority,No,No,64,60+,01/16/2022,,,,E00007,Midwest,1,Associates,2.0,1,Technical,1.7,None,,,Regular
E00254,Morgan Smith,Communications,Analyst II,Professional,10,87638.59,Female,Minority,No,No,38,30-39,08/19/2022,,,,E00028,Southeast,0,Doctorate,1.4,1,Technical,1.2,None,,,Regular
E00255,Blake Thomas,Supply Chain,Manager,Manager,13,114296.85,Female,Minority,No,No,65,60+,01/08/2023,,,,E00029,Remote,0,Doctorate,1.0,0,Standard,0.8,None,,,Regular
E00256,Parker Scott,Product,Analyst II,Senior Professional,6,72153.5,Female,Non-Minority,Yes,No,29,Under 30,07/21/2010,,,,E00019,Southeast,0,Bachelors,13.4,0,Market Premium,5.1,None,,,Regular
E00257,Dakota Walker,Operations,VP,Entry,12,108966.2,Female,Minority,No,No,50,40-49,08/22/2014,12/22/2020,Voluntary - Personal,Voluntary,E00007,Midwest,0,None,9.4,0,Market Premium,0.9,None,,,Regular
E00258,Skyler Allen,Finance,Senior Analyst,Senior Professional,10,98099.63,Female,Non-Minority,No,Yes,37,30-39,07/31/2012,,,,E00007,Remote,0,Associates,11.4,1,Technical,2.3,Military,10/13/2022,10/28/2022,Regular
E00259,Riley Clark,Sales,Senior Director,Senior Professional,11,106539.51,Female,Minority,No,No,49,40-49,05/13/2020,,,,E00012,West,1,None,3.6,1,Technical,2.7,Military,03/19/2020,06/17/2020,Regular
